frame,ex,ey,ez,xang,yang
1289,0.0000,4.5000,-6.0000,0,0
1290,0.0000,4.5000,-6.0000,0,0
1291,0.0000,4.5000,-6.0000,0,0
1293,0.0000,4.5000,-6.0000,0,0
1295,0.0000,4.5000,-6.0000,0,0
1297,0.0000,4.5000,-6.0000,0,0
1299,0.0000,4.5000,-6.0000,0,0
1300,0.0000,4.5000,-6.0000,0,0
1301,0.0000,4.5000,-6.0000,0,0
1302,0.0000,4.5000,-6.0000,0,0
1303,0.0000,4.5000,-6.0000,0,0
1304,0.0000,4.5000,-6.0000,0,0
1305,0.0000,4.5000,-6.0000,0,0
1306,0.0000,4.5000,-6.0000,0,0
1307,0.0000,4.5000,-6.0000,0,0
1309,0.0000,4.5000,-6.0000,0,0
1311,0.0000,4.5000,-6.0000,0,0
1313,0.0000,4.5000,-6.0000,0,0
1315,0.0000,4.5000,-6.0000,0,0
1316,0.0000,4.5000,-6.0000,0,0
1318,0.0000,4.5000,-6.0000,0,0
1319,0.0000,4.5000,-6.0000,0,0
1320,0.0000,4.5000,-6.0000,0,0
1321,0.0000,4.5000,-6.0000,0,0
1322,0.0000,4.5000,-6.0000,0,0
1324,0.0000,4.5000,-6.0000,0,0
1326,0.0000,4.5000,-6.0000,0,0
1328,0.0000,4.5000,-6.0000,0,0
1330,0.0000,4.5000,-6.0000,0,0
1331,0.0000,4.5000,-6.0000,0,0
1332,0.0000,4.5000,-6.0000,0,0
1333,0.0000,4.5000,-6.0000,0,0
1334,0.0000,4.5000,-6.0000,0,0
1335,0.0000,4.5000,-6.0000,0,0
1336,0.0000,4.5000,-6.0000,0,0
1337,0.0000,4.5000,-6.0000,0,0
1339,0.0000,4.5000,-6.0000,0,0
1341,0.0000,4.5000,-6.0000,0,0
1343,0.0000,4.5000,-6.0000,0,0
1345,0.0000,4.5000,-6.0000,0,0
1346,0.0000,4.5000,-6.0000,0,0
1347,0.0000,4.5000,-6.0000,0,0
1348,0.0000,4.5000,-6.0000,0,0
1349,0.0000,4.5000,-6.0000,0,0
1350,0.0000,4.5000,-6.0000,0,0
1351,0.0000,4.5000,-6.0000,0,0
1352,0.0000,4.5000,-6.0000,0,0
1354,0.0000,4.5000,-6.0000,0,0
1356,0.0000,4.5000,-6.0000,0,0
1358,0.0000,4.5000,-6.0000,0,0
1360,0.0000,4.5000,-6.0000,0,0
1361,0.0000,4.5000,-6.0000,0,0
1362,0.0000,4.5000,-6.0000,0,0
1363,0.0000,4.5000,-6.0000,0,0
1364,0.0000,4.5000,-6.0000,0,0
1365,0.0000,4.5000,-6.0000,0,0
1366,0.0000,4.5000,-6.0000,0,0
1368,0.0000,4.5000,-6.0000,0,0
1370,0.0000,4.5000,-6.0000,0,0
1372,0.0000,4.5000,-6.0000,0,0
1374,0.0000,4.5000,-6.0000,0,0
1375,0.0000,4.5000,-6.0000,0,0
1376,0.0000,4.5000,-6.0000,0,0
1377,0.0000,4.5000,-6.0000,0,0
1378,0.0000,4.5000,-6.0000,0,0
1379,0.0000,4.5000,-6.0000,0,0
1380,0.0000,4.5000,-6.0000,0,0
1382,0.0000,4.5000,-6.0000,0,0
1384,0.0000,4.5000,-6.0000,0,0
1386,0.0000,4.5000,-6.0000,0,0
1387,0.0000,4.5000,-6.0000,0,0
1388,0.0000,4.5000,-6.0000,0,0
1389,0.0000,4.5000,-6.0000,0,0
1390,0.0000,4.5000,-6.0000,0,0
1391,0.0000,4.5000,-6.0000,0,0
1392,0.0000,4.5000,-6.0000,0,0
1393,0.0000,4.5000,-6.0000,0,0
1394,0.0000,4.5000,-6.0000,0,0
1396,0.0000,4.5000,-6.0000,0,0
1398,0.0000,4.5000,-6.0000,0,0
1400,0.0000,4.5000,-6.0000,0,0
1402,0.0000,4.5000,-6.0000,0,0
1403,0.0000,4.5000,-6.0000,0,0
1404,0.0000,4.5000,-6.0000,0,0
1405,0.0000,4.5000,-6.0000,0,0
1406,0.0000,4.5000,-6.0000,0,0
1407,0.0000,4.5000,-6.0000,0,0
1408,0.0000,4.5000,-6.0000,0,0
1409,0.0000,4.5000,-6.0000,0,0
1411,0.0000,4.5000,-6.0000,0,0
1413,0.0000,4.5000,-6.0000,0,0
1415,0.0000,4.5000,-6.0000,0,0
1417,0.0000,4.5000,-6.0000,0,0
1418,0.0000,4.5000,-6.0000,0,0
1419,0.0000,4.5000,-6.0000,0,0
1420,0.0000,4.5000,-6.0000,0,0
1421,0.0000,4.5000,-6.0000,0,0
1422,0.0000,4.5000,-6.0000,0,0
1423,0.0000,4.5000,-6.0000,0,0
1424,0.0000,4.5000,-6.0000,0,0
1426,0.0000,4.5000,-6.0000,0,0
1428,0.0000,4.5000,-6.0000,0,0
1430,0.0000,4.5000,-6.0000,0,0
1432,0.0000,4.5000,-6.0000,0,0
1433,0.0000,4.5000,-6.0000,0,0
1434,0.0000,4.5000,-6.0000,0,0
1435,0.0000,4.5000,-6.0000,0,0
1436,0.0000,4.5000,-6.0000,0,0
1437,0.0000,4.5000,-6.0000,0,0
1438,0.0000,4.5000,-6.0000,0,0
1439,0.0000,4.5000,-6.0000,0,0
1441,0.0000,4.5000,-6.0000,0,0
1443,0.0000,4.5000,-6.0000,0,0
1445,0.0000,4.5000,-6.0000,0,0
1446,0.0000,4.5000,-6.0000,0,0
1447,0.0000,4.5000,-6.0000,0,0
1448,0.0000,4.5000,-6.0000,0,0
1449,0.0000,4.5000,-6.0000,0,0
1450,0.0000,4.5000,-6.0000,0,0
1451,0.0000,4.5000,-6.0000,0,0
1452,0.0000,4.5000,-6.0000,0,0
1453,0.0000,4.5000,-6.0000,0,0
1455,0.0000,4.5000,-6.0000,0,0
1457,0.0000,4.5000,-6.0000,0,0
1459,0.0000,4.5000,-6.0000,0,0
1461,0.0000,4.5000,-6.0000,0,0
1462,0.0000,4.5000,-6.0000,0,0
1463,0.0000,4.5000,-6.0000,0,0
1464,0.0000,4.5000,-6.0000,0,0
1465,0.0000,4.5000,-6.0000,0,0
1466,0.0000,4.5000,-6.0000,0,0
1467,0.0000,4.5000,-6.0000,0,0
1469,0.0000,4.5000,-6.0000,0,0
1471,0.0000,4.5000,-6.0000,0,0
1473,0.0000,4.5000,-6.0000,0,0
1475,0.0000,4.5000,-6.0000,0,0
1476,0.0000,4.5000,-6.0000,0,0
1477,0.0000,4.5000,-6.0000,0,0
1478,-1.2000,1.7000,1.8000,1437,-26634
1479,-1.2000,1.7000,1.8000,1437,-26634
1480,-1.2000,1.7000,1.8000,1437,-26634
1481,-1.2000,1.7000,1.8000,1437,-26634
1483,-1.2000,1.7000,1.8000,1437,-26634
1485,-1.2000,1.7000,1.8000,1437,-26634
1487,-1.2000,1.7000,1.8000,1437,-26634
1489,-1.2000,1.7000,1.8000,1437,-26634
1490,-1.2000,1.7000,1.8000,1437,-26634
1491,-1.2000,1.7000,1.8000,1437,-26634
1492,-1.2000,1.7000,1.8000,1437,-26634
1493,-1.2000,1.7000,1.8000,1437,-26634
1494,-1.2000,1.7000,1.8000,1437,-26634
1495,-1.2000,1.7000,1.8000,1437,-26634
1496,-1.2000,1.7000,1.8000,1437,-26634
1498,-1.2000,1.7000,1.8000,1437,-26634
1500,-1.2000,1.7000,1.8000,1437,-26634
1502,-1.2000,1.7000,1.8000,1437,-26634
1504,-1.2000,1.7000,1.8000,1437,-26634
1505,-1.2000,1.7000,1.8000,1437,-26634
1506,-1.2000,1.7000,1.8000,1437,-26634
1507,-1.2000,1.7000,1.8000,1437,-26634
1508,-1.2000,1.7000,1.8000,1437,-26634
1509,-1.2000,1.7000,1.8000,1437,-26634
1510,-1.2000,1.7000,1.8000,1437,-26634
1512,-1.2000,1.7000,1.8000,1437,-26634
1514,-1.2000,1.7000,1.8000,1437,-26634
1516,-1.2000,1.7000,1.8000,1437,-26634
1518,-1.2000,1.7000,1.8000,1437,-26634
1519,-1.2000,1.7000,1.8000,1437,-26634
1520,-1.2000,1.7000,1.8000,1437,-26634
1521,-1.2000,1.7000,1.8000,1437,-26634
1522,-1.2000,1.7000,1.8000,1437,-26634
1523,-1.2000,1.7000,1.8000,1437,-26634
1524,-1.2000,1.7000,1.8000,1437,-26634
1526,-1.2000,1.7000,1.8000,1437,-26634
1528,-1.2000,1.7000,1.8000,1437,-26634
1530,-1.2000,1.7000,1.8000,1437,-26634
1532,-1.2000,1.7000,1.8000,1437,-26634
1533,-1.2000,1.7000,1.8000,1437,-26634
1534,-1.2000,1.7000,1.8000,1437,-26634
1535,-1.2000,1.7000,1.8000,1437,-26634
1536,-1.2000,1.7000,1.8000,1437,-26634
1537,-1.2000,1.7000,1.8000,1437,-26634
1538,-1.2000,1.7000,1.8000,1437,-26634
1540,-1.2000,1.7000,1.8000,1437,-26634
1542,-1.2000,1.7000,1.8000,1437,-26634
1545,-1.2000,1.7000,1.8000,1437,-26634
1546,-1.2000,1.7000,1.8000,1437,-26634
1547,-1.2000,1.7000,1.8000,1437,-26634
1548,-1.2000,1.7000,1.8000,1437,-26634
1549,-1.2000,1.7000,1.8000,1437,-26634
1550,-1.2000,1.7000,1.8000,1437,-26634
1551,-1.2000,1.7000,1.8000,1437,-26634
1552,-1.2000,1.7000,1.8000,1437,-26634
1554,-1.2000,1.7000,1.8000,1437,-26634
1556,-1.2000,1.7000,1.8000,1437,-26634
1558,-1.2000,1.7000,1.8000,1437,-26634
1560,-1.2000,1.7000,1.8000,1437,-26634
1561,-1.2000,1.7000,1.8000,1437,-26634
1562,-1.2000,1.7000,1.8000,1437,-26634
1563,-1.2000,1.7000,1.8000,1437,-26634
1564,-1.2000,1.7000,1.8000,1437,-26634
1565,-1.2000,1.7000,1.8000,1437,-26634
1566,-1.2000,1.7000,1.8000,1437,-26634
1568,-1.2000,1.7000,1.8000,1437,-26634
1570,-1.2000,1.7000,1.8000,1437,-26634
1572,-1.2000,1.7000,1.8000,1437,-26634
1574,-1.2000,1.7000,1.8000,1437,-26634
1575,-1.2000,1.7000,1.8000,1437,-26634
1576,-1.2000,1.7000,1.8000,1437,-26634
1577,-1.2000,1.7000,1.8000,1437,-26634
1578,-1.2000,1.7000,1.8000,1437,-26634
1579,-1.2000,1.7000,1.8000,1437,-26634
1580,-1.2000,1.7000,1.8000,1437,-26634
1581,-1.2000,1.7000,1.8000,1437,-26634
1583,-1.2000,1.7000,1.8000,1437,-26634
1585,-1.2000,1.7000,1.8000,1437,-26634
1587,-1.2000,1.7000,1.8000,1437,-26634
1589,-1.2000,1.7000,1.8000,1437,-26634
1590,-1.2000,1.7000,1.8000,1437,-26634
1591,-1.2000,1.7000,1.8000,1437,-26634
1592,-1.2000,1.7000,1.8000,1437,-26634
1593,-1.2000,1.7000,1.8000,1437,-26634
1594,-1.2000,1.7000,1.8000,1437,-26634
1595,-1.2000,1.7000,1.8000,1437,-26634
1597,-1.2000,1.7000,1.8000,1437,-26634
1600,-1.2000,1.7000,1.8000,1437,-26634
1602,-1.2000,1.7000,1.8000,1437,-26634
1604,-1.2000,1.7000,1.8000,1437,-26634
1605,-1.2000,1.7000,1.8000,1437,-26634
1606,-1.2000,1.7000,1.8000,1437,-26634
1607,-1.2000,1.7000,1.8000,1437,-26634
1608,-1.2000,1.7000,1.8000,1437,-26634
1609,-1.2000,1.7000,1.8000,1437,-26634
1610,-1.2000,1.7000,1.8000,1437,-26634
1612,-1.2000,1.7000,1.8000,1437,-26634
1614,-1.2000,1.7000,1.8000,1437,-26634
1616,-1.2000,1.7000,1.8000,1437,-26634
1618,-1.2000,1.7000,1.8000,1437,-26634
1619,-1.2000,1.7000,1.8000,1437,-26634
1620,-1.2000,1.7000,1.8000,1437,-26634
1621,-1.2000,1.7000,1.8000,1437,-26634
1622,-1.2000,1.7000,1.8000,1437,-26634
1623,-1.2000,1.7000,1.8000,1437,-26634
1624,-1.2000,1.7000,1.8000,1437,-26634
1626,-170.0000,2.0000,10.0000,2560,-16384
1628,-170.0000,2.0000,9.7000,2560,-16384
1630,-170.0000,2.0000,9.4000,2560,-16384
1631,-170.0000,2.0000,9.2500,2560,-16384
1632,-170.0000,2.0000,9.1000,2560,-16384
1633,-170.0000,2.0000,8.9500,2560,-16384
1634,-170.0000,2.0000,8.8000,2560,-16384
1635,-170.0000,2.0000,8.6500,2560,-16384
1636,-170.0000,2.0000,8.5000,2560,-16384
1637,-170.0000,2.0000,8.3500,2560,-16384
1638,-170.0000,2.0000,8.2000,2560,-16384
1639,-170.0000,2.0000,8.0500,2560,-16384
1640,-170.0000,2.0000,7.9000,2560,-16384
1642,-170.0000,2.0000,7.6000,2560,-16384
1644,-170.0000,2.0000,7.3000,2560,-16384
1646,-170.0000,2.0000,7.0000,2560,-16384
1648,-170.0000,2.0000,6.7000,2560,-16384
1649,-170.0000,2.0000,6.5500,2560,-16384
1650,-170.0000,2.0000,6.4000,2560,-16384
1651,-170.0000,2.0000,6.2500,2560,-16384
1652,-170.0000,2.0000,6.1000,2560,-16384
1653,-170.0000,2.0000,5.9500,2560,-16384
1654,-170.0000,2.0000,5.8000,2560,-16384
1656,-170.0000,2.0000,5.5000,2560,-16384
1658,-170.0000,2.0000,5.2000,2560,-16384
1660,-170.0000,2.0000,4.9000,2560,-16384
1661,-170.0000,2.0000,4.7500,2560,-16384
1662,-170.0000,2.0000,4.6000,2560,-16384
1663,-170.0000,2.0000,4.4500,2560,-16384
1664,-170.0000,2.0000,4.3000,2560,-16384
1665,-170.0000,2.0000,4.1500,2560,-16384
1666,-170.0000,2.0000,4.0000,2560,-16384
1667,-170.0000,2.0000,3.8500,2560,-16384
1668,-170.0000,2.0000,3.7000,2560,-16384
1669,-170.0000,2.0000,3.5500,2560,-16384
1671,-170.0000,2.0000,3.2500,2560,-16384
1673,-170.0000,2.0000,2.9500,2560,-16384
1675,-170.0000,2.0000,2.6500,2560,-16384
1676,-170.0000,2.0000,2.5000,2560,-16384
1677,-170.0000,2.0000,2.3500,2560,-16384
1678,-170.0000,2.0000,2.2000,2560,-16384
1679,-170.0000,2.0000,2.0500,2560,-16384
1680,-170.0000,2.0000,1.9000,2560,-16384
1681,-170.0000,2.0000,1.7500,2560,-16384
1682,-170.0000,2.0000,1.6000,2560,-16384
1683,-170.0000,2.0000,1.4500,2560,-16384
1685,-170.0000,2.0000,1.1500,2560,-16384
1687,-170.0000,2.0000,0.8500,2560,-16384
1689,-170.0000,2.0000,0.5500,2560,-16384
1690,-170.0000,2.0000,0.4000,2560,-16384
1691,-10.9000,5.3994,-24.9995,0,-32768
1692,-10.9000,5.3976,-24.9980,0,-32768
1693,-10.9000,5.3946,-24.9955,0,-32768
1694,-10.9000,5.3905,-24.9920,0,-32768
1695,-10.9000,5.3853,-24.9875,0,-32768
1696,-10.9000,5.3789,-24.9821,0,-32768
1697,-10.9000,5.3715,-24.9758,0,-32768
1699,-10.9000,5.3534,-24.9604,0,-32768
1702,-10.9000,5.3184,-24.9308,0,-32768
1704,-10.9000,5.2902,-24.9068,0,-32768
1705,-10.9000,5.2747,-24.8937,0,-32768
1706,-10.9000,5.2582,-24.8797,0,-32768
1707,-10.9000,5.2408,-24.8650,0,-32768
1708,-10.9000,5.2226,-24.8495,0,-32768
1709,-10.9000,5.2035,-24.8332,0,-32768
1710,-10.9000,5.1835,-24.8163,0,-32768
1711,-10.9000,5.1627,-24.7986,0,-32768
1713,-10.9000,5.1186,-24.7613,0,-32768
1715,-10.9000,5.0715,-24.7213,0,-32768
1717,-10.9000,5.0214,-24.6788,0,-32768
1719,-10.9000,4.9686,-24.6339,0,-32768
1720,-10.9000,4.9411,-24.6107,0,-32768
1721,-10.9000,4.9131,-24.5869,0,-32768
1722,-10.9000,4.8844,-24.5625,0,-32768
1723,-10.9000,4.8551,-24.5376,0,-32768
1724,-10.9000,4.8252,-24.5123,0,-32768
1725,-10.9000,4.7947,-24.4864,0,-32768
1727,-10.9000,4.7322,-24.4334,0,-32768
1730,-10.9000,4.6346,-24.3506,0,-32768
1732,-10.9000,4.5673,-24.2934,0,-32768
1733,-10.9000,4.5330,-24.2643,0,-32768
1734,-10.9000,4.4983,-24.2349,0,-32768
1735,-10.9000,4.4632,-24.2051,0,-32768
1736,-10.9000,4.4277,-24.1751,0,-32768
1737,-10.9000,4.3920,-24.1447,0,-32768
1738,-10.9000,4.3559,-24.1141,0,-32768
1739,-10.9000,4.3195,-24.0832,0,-32768
1741,-10.9000,4.2458,-24.0207,0,-32768
1743,-10.9000,4.1712,-23.9574,0,-32768
1745,-10.9000,4.0958,-23.8934,0,-32768
1747,-10.9000,4.0196,-23.8288,0,-32768
1748,-10.9000,3.9814,-23.7963,0,-32768
1749,-10.9000,3.9430,-23.7637,0,-32768
1750,-10.9000,3.9045,-23.7311,0,-32768
1751,-10.9000,3.8659,-23.6984,0,-32768
1752,-10.9000,3.8273,-23.6656,0,-32768
1753,-10.9000,3.7887,-23.6328,0,-32768
1755,-10.9000,3.7113,-23.5672,0,-32768
1757,-10.9000,3.6341,-23.5016,0,-32768
1759,-10.9000,3.5570,-23.4363,0,-32768
1761,-10.9000,3.4804,-23.3712,0,-32768
1762,-10.9000,3.4422,-23.3389,0,-32768
1763,-10.9000,3.4042,-23.3066,0,-32768
1764,-10.9000,3.3664,-23.2745,0,-32768
1765,-10.9000,3.3288,-23.2426,0,-32768
1766,-10.9000,3.2914,-23.2109,0,-32768
1768,-10.9000,3.2172,-23.1480,0,-32768
1770,-10.9000,3.1441,-23.0859,0,-32768
1772,-10.9000,3.0723,-23.0249,0,-32768
1774,-10.9000,3.0017,-22.9651,0,-32768
1775,-10.9000,2.9670,-22.9357,0,-32768
1776,-10.9000,2.9327,-22.9066,0,-32768
1777,-10.9000,2.8988,-22.8778,0,-32768
1778,-10.9000,2.8654,-22.8494,0,-32768
1779,-10.9000,2.8324,-22.8214,0,-32768
1780,-10.9000,2.7998,-22.7938,0,-32768
1781,-10.9000,2.7678,-22.7666,0,-32768
1782,-10.9000,2.7363,-22.7399,0,-32768
1784,-10.9000,2.6748,-22.6877,0,-32768
1786,-10.9000,2.6156,-22.6375,0,-32768
1788,-10.9000,2.5589,-22.5893,0,-32768
1790,-10.9000,2.5046,-22.5433,0,-32768
1791,-10.9000,2.4786,-22.5212,0,-32768
1792,-10.9000,2.4532,-22.4996,0,-32768
1793,-10.9000,2.4285,-22.4787,0,-32768
1794,-10.9000,2.4045,-22.4584,0,-32768
1795,-10.9000,2.3814,-22.4387,0,-32768
1796,-10.9000,2.3589,-22.4197,0,-32768
1797,-10.9000,2.3373,-22.4014,0,-32768
1798,-10.9000,2.3165,-22.3837,0,-32768
1800,-10.9000,2.2774,-22.3505,0,-32768
1802,-10.9000,2.2418,-22.3203,0,-32768
1804,-10.9000,2.2098,-22.2932,0,-32768
1806,-10.9000,2.1816,-22.2692,0,-32768
1807,-10.9000,2.1689,-22.2585,0,-32768
1808,-10.9000,2.1573,-22.2486,0,-32768
1809,-10.9000,2.1466,-22.2396,0,-32768
1810,-10.9000,2.1371,-22.2314,0,-32768
1811,-10.9000,2.1285,-22.2242,0,-32768
1812,-10.9000,2.1211,-22.2179,0,-32768
1814,-10.9000,2.1095,-22.2080,0,-32768
1816,-10.9000,2.1024,-22.2020,0,-32768
1818,-10.9000,2.1000,-22.2000,0,-32768
1820,-10.8992,2.1000,-22.2155,-42,32714
1821,-10.8983,2.1000,-22.2346,-66,32685
1822,-10.8970,2.1000,-22.2609,-90,32654
1823,-10.8954,2.1000,-22.2943,-116,32620
1824,-10.8935,2.1000,-22.3346,-143,32584
1825,-10.8914,2.1000,-22.3814,-172,32546
1826,-10.8890,2.1000,-22.4347,-202,32506
1827,-10.8864,2.1000,-22.4942,-234,32464
1829,-10.8808,2.1000,-22.6310,-306,32372
1831,-10.8746,2.1000,-22.7900,-392,32259
1833,-10.8681,2.1000,-22.9697,-497,32118
1835,-10.8615,2.1000,-23.1682,-626,31938
1836,-10.8583,2.1000,-23.2740,-704,31829
1838,-10.8519,2.1000,-23.4977,-892,31563
1839,-10.8489,2.1000,-23.6152,-1009,31398
1840,-10.8460,2.1000,-23.7361,-1145,31205
1841,-10.8432,2.1000,-23.8603,-1306,30976
1842,-10.8406,2.1000,-23.9875,-1499,30703
1844,-10.8361,2.1000,-24.2502,-2021,29957
1846,-10.8327,2.1000,-24.5224,-2846,28751
1848,-10.8304,2.1000,-24.8025,-4254,26427
1850,-10.8296,2.1000,-25.0889,-6279,21133
1851,-10.8298,2.1000,-25.2339,-6604,19353
1852,-10.8316,2.1000,-25.5263,-6774,15299
1853,-10.8316,2.1000,-25.5263,-6774,15299
1854,-10.8332,2.1000,-25.6734,-6577,13315
1855,-10.8353,2.1000,-25.8208,-6239,11536
1856,-10.8380,2.1000,-25.9683,-5824,10017
1857,-10.8412,2.1000,-26.1156,-5386,8754
1859,-10.8495,2.1000,-26.4089,-4571,6856
1861,-10.8603,2.1000,-26.6991,-3903,5539
1863,-10.8739,2.1000,-26.9845,-3378,4572
1865,-10.8905,2.1000,-27.2635,-2963,3809
1866,-10.9000,2.1000,-27.4000,-2789,3489
1867,-10.9119,2.1000,-27.5298,-2641,3206
1868,-10.9278,2.1000,-27.6487,-2518,2955
1869,-10.9474,2.1000,-27.7571,-2417,2733
1870,-10.9706,2.1000,-27.8552,-2333,2534
1871,-10.9973,2.1000,-27.9434,-2263,2349
1873,-11.0600,2.1000,-28.0916,-2158,2004
1875,-11.1341,2.1000,-28.2046,-2088,1678
1877,-11.2183,2.1000,-28.2851,-2045,1353
1879,-11.3110,2.1000,-28.3360,-2022,1019
1880,-11.3601,2.1000,-28.3512,-2016,844
1881,-11.4108,2.1000,-28.3601,-2013,663
1882,-11.4630,2.1000,-28.3630,-2011,471
1883,-11.5163,2.1000,-28.3602,-2011,265
1884,-11.5708,2.1000,-28.3521,-2013,50
1885,-11.6261,2.1000,-28.3392,-2017,-172
1886,-11.6820,2.1000,-28.3216,-2023,-397
1888,-11.7954,2.1000,-28.2741,-2048,-843
1890,-11.9094,2.1000,-28.2125,-2085,-1279
1892,-12.0225,2.1000,-28.1396,-2131,-1721
1894,-12.1334,2.1000,-28.0583,-2183,-2173
1895,-12.1875,2.1000,-28.0153,-2211,-2403
1896,-12.2406,2.1000,-27.9713,-2240,-2636
1897,-12.2923,2.1000,-27.9266,-2268,-2872
1898,-12.3426,2.1000,-27.8815,-2296,-3110
1899,-12.3912,2.1000,-27.8364,-2279,-3294
1900,-12.4380,2.1000,-27.7917,-2260,-3487
1901,-12.4828,2.1000,-27.7477,-2235,-3695
1903,-12.5656,2.1000,-27.6631,-2167,-4148
1906,-12.6703,2.1000,-27.5505,-2035,-4836
1908,-12.7249,2.1000,-27.4889,-1929,-5229
1909,-12.7471,2.1000,-27.4632,-1868,-5400
1910,-12.7656,2.1000,-27.4414,-1800,-5551
1911,-12.7804,2.1000,-27.4238,-1724,-5677
1912,-12.7912,2.1000,-27.4108,-1638,-5773
1913,-12.7978,2.1000,-27.4028,-1542,-5833
1914,-12.8000,2.1000,-27.4000,-1433,-5850
1915,-12.8000,2.1000,-27.4000,-1310,-5843
1917,-12.8000,2.1000,-27.4000,-1023,-5836
1919,-12.8000,2.1000,-27.4000,-659,-5845
1921,-12.8000,2.1000,-27.4000,-187,-5883
1923,-12.8000,2.1000,-27.4000,430,-5941
1924,-12.8000,2.1000,-27.4000,812,-5969
1925,-12.8000,2.1000,-27.4000,1258,-5993
1926,-12.8000,2.1000,-27.4000,1787,-6013
1927,-12.8000,2.1000,-27.4000,2421,-6032
1928,-12.8000,2.1000,-27.4000,3190,-6055
1929,-12.8000,2.1000,-27.4000,4129,-6086
1930,-12.8000,2.1000,-27.4000,5282,-6133
1932,-12.8000,2.1000,-27.4000,5282,-6133
1934,-12.8000,2.1000,-27.4000,5282,-6133
1936,-12.8000,2.1000,-27.4000,5282,-6133
1938,-12.8000,2.1000,-27.4000,5282,-6133
1939,-12.8000,2.1000,-27.4000,5282,-6133
1940,-12.8000,2.1000,-27.4000,5282,-6133
1941,-12.8000,2.1000,-27.4000,5282,-6133
1942,-12.8000,2.1000,-27.4000,5282,-6133
1943,-12.8000,2.1000,-27.4000,5282,-6133
1944,-12.8000,2.1000,-27.4000,5282,-6133
1946,-12.8000,2.1000,-27.4000,5282,-6133
1948,-12.8000,2.1000,-27.4000,5282,-6133
1950,-12.8000,2.1000,-27.4000,5282,-6133
1952,-12.8000,2.1000,-27.4000,5282,-6133
1953,-12.8000,2.1000,-27.4000,5282,-6133
1954,-12.8000,2.1000,-27.4000,5282,-6133
1955,-12.8000,2.1000,-27.4000,5282,-6133
1956,-12.8000,2.1000,-27.4000,5282,-6133
1957,-12.8000,2.1000,-27.4000,5282,-6133
1958,-12.8000,2.1000,-27.4000,5282,-6133
1960,-12.8000,2.1000,-27.4000,5282,-6133
1962,-12.8000,2.1000,-27.4000,5282,-6133
1964,-12.8000,2.1000,-27.4000,5282,-6133
1966,-12.8000,2.1000,-27.4000,5282,-6133
1967,-12.8000,2.1000,-27.4000,5282,-6133
1968,-12.8000,2.1000,-27.4000,5282,-6133
1969,-12.8000,2.1000,-27.4000,5282,-6133
1970,-12.8000,2.1000,-27.4000,5282,-6133
1971,-12.8000,2.1000,-27.4000,5282,-6133
1972,-12.8000,2.1000,-27.4000,5282,-6133
1973,-12.8000,2.1000,-27.4000,5282,-6133
1975,-12.8000,2.1000,-27.4000,5282,-6133
1977,-12.8000,2.1000,-27.4000,5282,-6133
1979,-12.8000,2.1000,-27.4000,5282,-6133
1980,-12.8000,2.1000,-27.4000,5282,-6133
1981,-12.8000,2.1000,-27.4000,5282,-6133
1982,-12.8000,2.1000,-27.4000,5282,-6133
1983,-12.8000,2.1000,-27.4000,5282,-6133
1984,-12.8000,2.1000,-27.4000,5282,-6133
1985,-12.8000,2.1000,-27.4000,5282,-6133
1986,-12.8000,2.1000,-27.4000,5282,-6133
1987,-12.8000,2.1000,-27.4000,5282,-6133
1989,-12.8000,2.1000,-27.4000,5282,-6133
1991,-12.8000,2.1000,-27.4000,5282,-6133
1993,-12.8000,2.1000,-27.4000,5282,-6133
1995,-12.8000,2.1000,-27.4000,5282,-6133
1996,-12.8000,2.1000,-27.4000,5282,-6133
1997,-12.8000,2.1000,-27.4000,5282,-6133
1998,-12.8000,2.1000,-27.4000,5282,-6133
1999,-12.8000,2.1000,-27.4000,5282,-6133
2000,-12.8000,2.1000,-27.4000,5282,-6133
2001,-12.8000,2.1000,-27.4000,5282,-6133
2002,-12.8000,2.1000,-27.4000,5282,-6133
2004,-12.8000,2.1000,-27.4000,5282,-6133
2006,-12.8000,2.1000,-27.4000,5282,-6133
2008,-12.8000,2.1000,-27.4000,5282,-6133
2010,-12.8000,2.1000,-27.4000,5282,-6133
2011,17.4000,28.0600,7.5000,0,-20480
2012,17.4000,28.0600,7.5000,0,-20480
2013,17.4000,28.0900,7.5000,0,-20480
2014,17.4000,28.1200,7.5000,0,-20480
2015,17.4000,28.1500,7.5000,0,-20480
2016,17.4000,28.1800,7.5000,0,-20480
2018,17.4000,28.2400,7.5000,0,-20480
2020,17.4000,28.3000,7.5000,0,-20480
2022,17.4000,28.3600,7.5000,0,-20480
2023,17.4000,28.3900,7.5000,0,-20480
2024,17.4000,28.4200,7.5000,0,-20480
2025,17.4000,28.4500,7.5000,0,-20480
2026,17.4000,28.4800,7.5000,0,-20480
2027,17.4000,28.5100,7.5000,0,-20480
2028,17.4000,28.5400,7.5000,0,-20480
2029,17.4000,28.5700,7.5000,0,-20480
2031,17.4000,28.6300,7.5000,0,-20480
2033,17.4000,28.6900,7.5000,0,-20480
2035,17.4000,28.7500,7.5000,0,-20480
2037,17.4000,28.8100,7.5000,0,-20480
2038,17.4000,28.8400,7.5000,0,-20480
2039,17.4000,28.8700,7.5000,0,-20480
2040,17.4000,28.9000,7.5000,0,-20480
2041,17.4000,28.9300,7.5000,0,-20480
